Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Karmine Corp,"['yoru', 'gekko', 'vyse', 'deadlock', 'astra']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Karmine Corp,"['brimstone', 'fade', 'kayo', 'omen', 'waylay']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Karmine Corp,"['omen', 'sova', 'cypher', 'yoru', 'phoenix']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Karmine Corp,"['omen', 'sova', 'viper', 'kayo', 'killjoy']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,Karmine Corp,"['omen', 'cypher', 'fade', 'yoru', 'raze']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Karmine Corp,"['omen', 'sova', 'cypher', 'yoru', 'phoenix']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Natus Vincere,"['omen', 'sova', 'cypher', 'jett', 'kayo']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Natus Vincere,"['omen', 'viper', 'fade', 'raze', 'kayo']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Natus Vincere,"['fade', 'gekko', 'jett', 'omen', 'viper']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Natus Vincere,"['omen', 'sova', 'viper', 'neon', 'killjoy']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Natus Vincere,"['sova', 'viper', 'jett', 'killjoy', 'sage']",4,1,5,2025,0.8
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Natus Vincere,"['breach', 'cypher', 'fade', 'omen', 'raze']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Team Heretics,"['omen', 'sova', 'cypher', 'yoru', 'jett']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Team Heretics,"['viper', 'fade', 'raze', 'gekko', 'brimstone']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Team Heretics,"['omen', 'viper', 'fade', 'yoru', 'waylay']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Team Heretics,"['omen', 'sova', 'cypher', 'yoru', 'iso']",4,1,5,2025,0.8
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Team Heretics,"['jett', 'killjoy', 'sova', 'viper', 'yoru']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Team Heretics,"['omen', 'sova', 'kayo', 'neon', 'vyse']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Team Liquid,"['omen', 'sova', 'cypher', 'jett', 'kayo']",4,0,4,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Team Liquid,"['viper', 'raze', 'gekko', 'brimstone', 'skye']",4,1,5,2025,0.8
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Team Liquid,"['fade', 'gekko', 'omen', 'viper', 'yoru']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Team Liquid,"['viper', 'jett', 'kayo', 'killjoy', 'gekko']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,Team Liquid,"['omen', 'fade', 'yoru', 'raze', 'vyse']",4,0,4,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Team Liquid,"['omen', 'cypher', 'fade', 'yoru', 'raze']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Team Vitality,"['omen', 'sova', 'cypher', 'jett', 'kayo']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Team Vitality,"['brimstone', 'gekko', 'raze', 'skye', 'viper']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Team Vitality,"['omen', 'sova', 'fade', 'yoru', 'chamber']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Team Vitality,"['omen', 'sova', 'cypher', 'yoru', 'iso']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Team Vitality,"['sova', 'viper', 'jett', 'killjoy', 'harbor']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,Team Vitality,"['omen', 'viper', 'fade', 'raze', 'vyse']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Team Vitality,"['omen', 'sova', 'cypher', 'neon', 'breach']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,BOOM Esports,"['raze', 'fade', 'brimstone', 'vyse', 'kayo']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,BOOM Esports,"['cypher', 'breach', 'brimstone', 'tejo', 'neon']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,BOOM Esports,"['raze', 'omen', 'fade', 'killjoy', 'viper']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,BOOM Esports,"['astra', 'fade', 'killjoy', 'neon', 'kayo']",0,2,2,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,DRX,"['sova', 'astra', 'cypher', 'jett', 'tejo']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,DRX,"['raze', 'brimstone', 'tejo', 'kayo', 'viper']",1,1,2,2025,0.5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,DRX,"['breach', 'brimstone', 'raze', 'tejo', 'vyse']",3,0,3,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,DRX,"['omen', 'sova', 'cypher', 'jett', 'tejo']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,DRX,"['fade', 'omen', 'raze', 'tejo', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,DRX,"['sova', 'astra', 'killjoy', 'jett', 'tejo']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,DRX,"['raze', 'omen', 'cypher', 'breach', 'tejo']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,DetonatioN FocusMe,"['omen', 'sova', 'astra', 'jett', 'kayo']",3,1,4,2025,0.75
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,"['omen', 'sova', 'cypher', 'breach', 'neon']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"['raze', 'omen', 'astra', 'fade', 'vyse']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,DetonatioN FocusMe,"['astra', 'iso', 'jett', 'kayo', 'killjoy']",1,1,2,2025,0.5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,"['raze', 'omen', 'cypher', 'vyse', 'skye']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Gen.G,"['omen', 'sova', 'cypher', 'jett', 'kayo']",1,1,2,2025,0.5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Gen.G,"['raze', 'fade', 'brimstone', 'viper', 'gekko']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Gen.G,"['raze', 'sova', 'breach', 'killjoy', 'brimstone']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,"['omen', 'sova', 'killjoy', 'neon', 'viper']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Gen.G,"['raze', 'omen', 'fade', 'killjoy', 'viper']",3,1,4,2025,0.75
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Gen.G,"['sova', 'astra', 'killjoy', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Gen.G,"['raze', 'astra', 'cypher', 'breach', 'tejo']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Global Esports,"['astra', 'breach', 'chamber', 'jett', 'sova']",0,3,3,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Global Esports,"['astra', 'vyse', 'tejo', 'deadlock', 'chamber']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Global Esports,"['sova', 'astra', 'killjoy', 'jett', 'vyse']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,"['raze', 'astra', 'fade', 'cypher', 'deadlock']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Nongshim RedForce,"['brimstone', 'fade', 'neon', 'viper', 'vyse']",0,2,2,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Nongshim RedForce,"['breach', 'brimstone', 'cypher', 'neon', 'tejo']",0,2,2,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,"['omen', 'sova', 'cypher', 'breach', 'neon']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Nongshim RedForce,"['astra', 'fade', 'neon', 'omen', 'vyse']",3,1,4,2025,0.75
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Nongshim RedForce,"['astra', 'killjoy', 'neon', 'sova', 'vyse']",3,0,3,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,"['astra', 'cypher', 'fade', 'kayo', 'neon']",1,1,2,2025,0.5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Paper Rex,"['omen', 'sova', 'cypher', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Paper Rex,"['raze', 'fade', 'brimstone', 'deadlock', 'clove']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Paper Rex,"['breach', 'brimstone', 'killjoy', 'raze', 'skye']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Paper Rex,"['raze', 'omen', 'jett', 'vyse', 'skye']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Paper Rex,"['sova', 'astra', 'killjoy', 'jett', 'phoenix']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,"['raze', 'omen', 'jett', 'skye', 'sage']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Rex Regum Qeon,"['omen', 'sova', 'astra', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Rex Regum Qeon,"['sova', 'breach', 'killjoy', 'brimstone', 'neon']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,"['omen', 'sova', 'breach', 'killjoy', 'jett']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Rex Regum Qeon,"['raze', 'omen', 'fade', 'vyse', 'viper']",0,3,3,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Rex Regum Qeon,"['sova', 'astra', 'jett', 'vyse', 'phoenix']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,T1,"['sova', 'astra', 'cypher', 'breach', 'yoru']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,T1,"['raze', 'brimstone', 'vyse', 'kayo', 'gekko']",3,2,5,2025,0.6
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,T1,"['breach', 'brimstone', 'cypher', 'raze', 'tejo']",2,3,5,2025,0.4
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,T1,"['omen', 'sova', 'cypher', 'yoru', 'iso']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,T1,"['raze', 'omen', 'sova', 'cypher', 'iso']",3,0,3,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,T1,"['sova', 'astra', 'killjoy', 'neon', 'yoru']",2,0,2,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,T1,"['chamber', 'omen', 'raze', 'skye', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,TALON,"['sova', 'astra', 'neon', 'viper', 'deadlock']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,TALON,"['raze', 'astra', 'fade', 'deadlock', 'gekko']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,TALON,"['raze', 'breach', 'brimstone', 'tejo', 'deadlock']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,TALON,"['omen', 'sova', 'cypher', 'breach', 'jett']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,TALON,"['clove', 'deadlock', 'fade', 'omen', 'raze']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,TALON,"['astra', 'cypher', 'raze', 'skye', 'yoru']",1,1,2,2025,0.5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Team Secret,"['omen', 'sova', 'cypher', 'jett', 'kayo']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,"['omen', 'sova', 'breach', 'killjoy', 'jett']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Team Secret,"['raze', 'omen', 'fade', 'vyse', 'viper']",1,0,1,2025,1.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Team Secret,"['sova', 'astra', 'killjoy', 'jett', 'kayo']",0,2,2,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,"['raze', 'astra', 'cypher', 'deadlock', 'skye']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,ZETA DIVISION,"['breach', 'brimstone', 'tejo', 'neon', 'chamber']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,"['omen', 'sova', 'cypher', 'breach', 'neon']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,ZETA DIVISION,"['omen', 'fade', 'cypher', 'breach', 'neon']",0,1,1,2025,0.0
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,"['raze', 'omen', 'fade', 'cypher', 'breach']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,BOOM Esports,"['omen', 'sova', 'tejo', 'vyse', 'yoru']",3,2,5,2025,0.6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,BOOM Esports,"['tejo', 'breach', 'neon', 'killjoy', 'brimstone']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,BOOM Esports,"['breach', 'cypher', 'neon', 'omen', 'sova']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,BOOM Esports,"['tejo', 'viper', 'killjoy', 'jett', 'kayo']",1,0,1,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,BOOM Esports,"['tejo', 'omen', 'viper', 'breach', 'neon']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,BOOM Esports,"['tejo', 'killjoy', 'jett', 'kayo', 'astra']",1,0,1,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,BOOM Esports,"['tejo', 'omen', 'yoru', 'viper', 'deadlock']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,DRX,"['jett', 'omen', 'tejo', 'vyse', 'yoru']",3,1,4,2025,0.75
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,DRX,"['tejo', 'breach', 'cypher', 'neon', 'brimstone']",3,0,3,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,DRX,"['cypher', 'jett', 'neon', 'omen', 'sova']",2,0,2,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,DRX,"['harbor', 'jett', 'killjoy', 'tejo', 'viper']",1,4,5,2025,0.2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,"['fade', 'killjoy', 'omen', 'raze', 'viper']",3,3,6,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,DRX,"['neon', 'omen', 'raze', 'tejo', 'viper']",2,0,2,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,DetonatioN FocusMe,"['tejo', 'jett', 'fade', 'kayo', 'astra']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,DetonatioN FocusMe,"['breach', 'brimstone', 'neon', 'tejo', 'vyse']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"['fade', 'omen', 'raze', 'viper', 'vyse']",0,4,4,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,DetonatioN FocusMe,"['yoru', 'vyse', 'sova', 'astra', 'chamber']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Gen.G,"['jett', 'kayo', 'killjoy', 'omen', 'sova']",1,3,4,2025,0.25
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Gen.G,"['tejo', 'breach', 'cypher', 'neon', 'brimstone']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Gen.G,"['tejo', 'omen', 'viper', 'neon', 'killjoy']",3,2,5,2025,0.6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Gen.G,"['tejo', 'yoru', 'viper', 'killjoy', 'kayo']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,"['omen', 'viper', 'vyse', 'fade', 'raze']",4,1,5,2025,0.8
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Gen.G,"['tejo', 'neon', 'killjoy', 'kayo', 'astra']",2,0,2,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Gen.G,"['neon', 'omen', 'raze', 'tejo', 'viper']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Global Esports,"['tejo', 'omen', 'cypher', 'jett', 'deadlock']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Global Esports,"['cypher', 'iso', 'jett', 'omen', 'sova']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Global Esports,"['tejo', 'omen', 'yoru', 'breach', 'cypher']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Global Esports,"['vyse', 'sova', 'killjoy', 'jett', 'astra']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Global Esports,"['cypher', 'fade', 'raze', 'astra', 'deadlock']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Nongshim RedForce,"['cypher', 'kayo', 'omen', 'tejo', 'waylay']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Nongshim RedForce,"['tejo', 'breach', 'cypher', 'neon', 'brimstone']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Nongshim RedForce,"['cypher', 'neon', 'omen', 'sova', 'tejo']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Nongshim RedForce,"['tejo', 'viper', 'killjoy', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Nongshim RedForce,"['deadlock', 'fade', 'iso', 'neon', 'omen']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Nongshim RedForce,"['astra', 'killjoy', 'neon', 'tejo', 'vyse']",3,1,4,2025,0.75
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Nongshim RedForce,"['deadlock', 'neon', 'omen', 'tejo', 'viper']",3,1,4,2025,0.75
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Paper Rex,"['omen', 'vyse', 'jett', 'fade', 'kayo']",2,2,4,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Paper Rex,"['breach', 'brimstone', 'killjoy', 'neon', 'raze']",3,2,5,2025,0.6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Paper Rex,"['tejo', 'omen', 'yoru', 'breach', 'cypher']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Paper Rex,"['jett', 'kayo', 'killjoy', 'sova', 'viper']",3,0,3,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,"['fade', 'omen', 'raze', 'vyse', 'yoru']",5,2,7,2025,0.7142857142857143
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Paper Rex,"['astra', 'fade', 'jett', 'phoenix', 'vyse']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Paper Rex,"['fade', 'omen', 'raze', 'viper', 'yoru']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Rex Regum Qeon,"['cypher', 'omen', 'sova', 'tejo', 'yoru']",4,1,5,2025,0.8
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Rex Regum Qeon,"['tejo', 'breach', 'vyse', 'neon', 'brimstone']",0,2,2,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Rex Regum Qeon,"['omen', 'yoru', 'cypher', 'sova', 'iso']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Rex Regum Qeon,"['tejo', 'viper', 'killjoy', 'jett', 'kayo']",3,2,5,2025,0.6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,"['tejo', 'omen', 'yoru', 'viper', 'breach']",4,2,6,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Rex Regum Qeon,"['astra', 'neon', 'tejo', 'vyse', 'yoru']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Rex Regum Qeon,"['breach', 'omen', 'tejo', 'viper', 'yoru']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,T1,"['omen', 'sova', 'killjoy', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,T1,"['tejo', 'breach', 'vyse', 'neon', 'brimstone']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,T1,"['omen', 'yoru', 'cypher', 'sova', 'iso']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,T1,"['chamber', 'kayo', 'reyna', 'sova', 'viper']",1,3,4,2025,0.25
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,"['fade', 'iso', 'omen', 'raze', 'viper']",1,3,4,2025,0.25
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,T1,"['yoru', 'sova', 'neon', 'killjoy', 'astra']",1,0,1,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,T1,"['omen', 'yoru', 'viper', 'fade', 'raze']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,TALON,"['deadlock', 'jett', 'omen', 'tejo', 'vyse']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,TALON,"['tejo', 'breach', 'cypher', 'brimstone', 'waylay']",2,1,3,2025,0.6666666666666666
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,TALON,"['cypher', 'deadlock', 'omen', 'tejo', 'yoru']",4,1,5,2025,0.8
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,TALON,"['jett', 'killjoy', 'sova', 'tejo', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,"['breach', 'cypher', 'omen', 'tejo', 'waylay']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,TALON,"['astra', 'cypher', 'fade', 'vyse', 'yoru']",0,3,3,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,TALON,"['tejo', 'omen', 'cypher', 'jett', 'deadlock']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Team Secret,"['tejo', 'omen', 'yoru', 'vyse', 'jett']",1,0,1,2025,1.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Team Secret,"['tejo', 'breach', 'cypher', 'neon', 'brimstone']",0,1,1,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Team Secret,"['breach', 'cypher', 'iso', 'omen', 'sova']",0,3,3,2025,0.0
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Team Secret,"['chamber', 'iso', 'kayo', 'sova', 'viper']",1,1,2,2025,0.5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Team Secret,"['breach', 'cypher', 'omen', 'raze', 'tejo']",1,2,3,2025,0.3333333333333333
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Team Secret,"['yoru', 'vyse', 'sova', 'astra', 'chamber']",1,1,2,2025,0.5
