Tournament,Stage,Match Type,Map,Team,Composition,Winrate,Total Maps Played
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,"astra,iso,killjoy,sova,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Global Esports,"astra,jett,killjoy,sova,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Rex Regum Qeon,"astra,jett,phoenix,sova,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,T1,"astra,killjoy,neon,sova,yoru",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Team Secret,"astra,jett,kayo,killjoy,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Split,Global Esports,"astra,cypher,deadlock,fade,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Split,Nongshim RedForce,"astra,cypher,fade,kayo,neon",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Split,Team Secret,"astra,cypher,deadlock,raze,skye",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Split,ZETA DIVISION,"breach,cypher,fade,omen,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Abyss,DRX,"astra,cypher,jett,sova,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Abyss,Gen.G,"cypher,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Bind,DRX,"brimstone,kayo,raze,tejo,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Bind,Gen.G,"brimstone,fade,gekko,raze,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Bind,T1,"brimstone,gekko,kayo,raze,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Bind,TALON,"astra,deadlock,fade,gekko,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Fracture,T1,"breach,brimstone,cypher,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Fracture,TALON,"breach,brimstone,deadlock,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Haven,T1,"cypher,iso,omen,sova,yoru",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Haven,TALON,"breach,cypher,jett,omen,sova",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,BOOM Esports,"omen,sova,tejo,vyse,yoru",0.6,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,DRX,"jett,omen,tejo,vyse,yoru",0.75,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,DetonatioN FocusMe,"astra,fade,jett,kayo,tejo",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Gen.G,"jett,kayo,omen,sova,tejo",0.25,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Global Esports,"cypher,deadlock,jett,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Nongshim RedForce,"cypher,omen,tejo,waylay,yoru",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Paper Rex,"fade,jett,kayo,omen,vyse",0.5,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Rex Regum Qeon,"cypher,omen,sova,tejo,yoru",0.8,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,T1,"jett,kayo,killjoy,omen,sova",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,TALON,"astra,deadlock,tejo,vyse,yoru",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,Team Secret,"jett,omen,tejo,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,BOOM Esports,"breach,brimstone,killjoy,neon,tejo",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,DRX,"breach,brimstone,cypher,neon,tejo",1.0,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,DetonatioN FocusMe,"breach,brimstone,raze,tejo,vyse",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Gen.G,"breach,brimstone,cypher,neon,tejo",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Nongshim RedForce,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Paper Rex,"breach,brimstone,killjoy,neon,raze",0.6,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Rex Regum Qeon,"breach,brimstone,neon,tejo,vyse",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,T1,"breach,brimstone,neon,tejo,vyse",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,TALON,"breach,brimstone,cypher,tejo,waylay",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,Team Secret,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,ZETA DIVISION,"breach,brimstone,raze,tejo,vyse",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,BOOM Esports,"breach,cypher,neon,omen,sova",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,DRX,"cypher,jett,neon,omen,sova",1.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Gen.G,"killjoy,neon,omen,tejo,viper",0.6,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Global Esports,"cypher,iso,omen,sova,yoru",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Nongshim RedForce,"cypher,neon,omen,sova,tejo",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Paper Rex,"breach,cypher,omen,tejo,yoru",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Rex Regum Qeon,"cypher,iso,omen,sova,yoru",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,T1,"cypher,iso,omen,sova,yoru",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,TALON,"cypher,deadlock,omen,tejo,yoru",0.8,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,Team Secret,"breach,cypher,neon,omen,sova",0.0,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,ZETA DIVISION,"breach,cypher,omen,tejo,yoru",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,BOOM Esports,"jett,kayo,killjoy,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,DRX,"harbor,jett,killjoy,tejo,viper",0.2,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Gen.G,"kayo,killjoy,tejo,viper,yoru",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Nongshim RedForce,"jett,kayo,killjoy,tejo,viper",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Paper Rex,"jett,killjoy,omen,sova,viper",1.0,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Rex Regum Qeon,"jett,kayo,killjoy,tejo,viper",0.6,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,T1,"chamber,kayo,reyna,sova,viper",0.25,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,TALON,"jett,killjoy,sova,tejo,viper",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,Team Secret,"gekko,iso,kayo,viper,waylay",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,ZETA DIVISION,"iso,reyna,sova,viper,vyse",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,BOOM Esports,"breach,neon,omen,tejo,viper",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,"fade,omen,raze,viper,yoru",0.5,6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"fade,omen,raze,viper,vyse",0.0,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,"fade,omen,raze,viper,vyse",0.8,5
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Global Esports,"breach,cypher,omen,tejo,yoru",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Nongshim RedForce,"fade,iso,neon,omen,viper",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,"fade,omen,raze,vyse,yoru",0.7143,7
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,"breach,omen,tejo,viper,yoru",0.6667,6
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,"fade,iso,omen,raze,viper",0.25,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,"breach,cypher,omen,tejo,waylay",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Team Secret,"breach,cypher,omen,raze,tejo",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,ZETA DIVISION,"iso,neon,omen,sova,vyse",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,BOOM Esports,"astra,jett,kayo,killjoy,tejo",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,DetonatioN FocusMe,"astra,chamber,sova,vyse,yoru",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Gen.G,"astra,kayo,killjoy,neon,tejo",1.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Global Esports,"astra,jett,killjoy,sova,vyse",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Nongshim RedForce,"astra,killjoy,neon,tejo,vyse",0.75,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Paper Rex,"astra,fade,jett,phoenix,vyse",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Rex Regum Qeon,"astra,neon,tejo,vyse,yoru",0.3333,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,T1,"astra,killjoy,neon,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,TALON,"astra,fade,tejo,vyse,yoru",0.0,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,Team Secret,"astra,chamber,sova,vyse,yoru",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,ZETA DIVISION,"astra,killjoy,tejo,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,BOOM Esports,"deadlock,omen,tejo,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,DRX,"neon,omen,raze,tejo,viper",1.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Gen.G,"fade,omen,raze,viper,yoru",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Global Esports,"astra,cypher,deadlock,fade,raze",0.0,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Nongshim RedForce,"deadlock,omen,tejo,viper,waylay",0.75,4
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Paper Rex,"fade,omen,raze,viper,yoru",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Rex Regum Qeon,"breach,omen,tejo,viper,yoru",0.6667,3
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,T1,"fade,omen,raze,viper,yoru",0.5,2
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,TALON,"cypher,deadlock,jett,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,Team Secret,"fade,omen,raze,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,ZETA DIVISION,"breach,omen,tejo,viper,yoru",0.5,4
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,BOOM Esports,"killjoy,omen,phoenix,sova,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,Gen.G,"cypher,jett,kayo,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,Nongshim RedForce,"cypher,kayo,omen,tejo,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,Rex Regum Qeon,"cypher,omen,sova,tejo,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,T1,"breach,brimstone,neon,tejo,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,TALON,"breach,brimstone,cypher,tejo,waylay",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,Team Secret,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,ZETA DIVISION,"breach,brimstone,raze,tejo,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,BOOM Esports,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,DRX,"cypher,jett,neon,omen,sova",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,Gen.G,"killjoy,neon,omen,tejo,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,Paper Rex,"breach,cypher,omen,tejo,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,T1,"cypher,iso,omen,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,TALON,"cypher,iso,omen,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,Team Secret,"astra,breach,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,ZETA DIVISION,"breach,cypher,omen,tejo,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Icebox,DRX,"jett,killjoy,omen,tejo,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Icebox,Paper Rex,"kayo,sova,tejo,viper,waylay",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,DRX,"cypher,fade,omen,raze,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,DetonatioN FocusMe,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,Global Esports,"breach,cypher,omen,tejo,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,Paper Rex,"breach,omen,tejo,viper,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,DetonatioN FocusMe,"astra,chamber,sova,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,Global Esports,"astra,jett,killjoy,sova,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,Nongshim RedForce,"astra,killjoy,neon,tejo,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,Rex Regum Qeon,"astra,kayo,tejo,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,TALON,"astra,fade,tejo,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,Team Secret,"astra,chamber,sova,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Split,Nongshim RedForce,"deadlock,omen,tejo,viper,waylay",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Split,Rex Regum Qeon,"astra,breach,tejo,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Split,T1,"fade,omen,raze,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Split,ZETA DIVISION,"breach,omen,tejo,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,DRX,"jett,omen,sova,tejo,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,DetonatioN FocusMe,"astra,fade,jett,kayo,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,Rex Regum Qeon,"cypher,omen,sova,tejo,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,TALON,"astra,deadlock,tejo,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Fracture,Gen.G,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Fracture,Paper Rex,"breach,brimstone,neon,tejo,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,BOOM Esports,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,Gen.G,"killjoy,neon,omen,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,Global Esports,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,Paper Rex,"breach,cypher,omen,tejo,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,Nongshim RedForce,"jett,kayo,killjoy,tejo,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,T1,"chamber,kayo,reyna,sova,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,Team Secret,"gekko,kayo,killjoy,viper,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,ZETA DIVISION,"iso,reyna,sova,viper,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,BOOM Esports,"breach,neon,omen,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,DRX,"fade,omen,raze,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,DetonatioN FocusMe,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,Gen.G,"fade,omen,raze,viper,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,Global Esports,"breach,cypher,omen,tejo,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,Paper Rex,"breach,omen,tejo,viper,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,Rex Regum Qeon,"breach,omen,tejo,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,TALON,"breach,neon,omen,tejo,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,Team Secret,"breach,cypher,omen,tejo,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,ZETA DIVISION,"iso,omen,raze,sova,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Split,Nongshim RedForce,"deadlock,omen,tejo,viper,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Split,T1,"fade,omen,raze,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,BOOM Esports,"killjoy,omen,phoenix,sova,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,DRX,"jett,omen,tejo,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,Global Esports,"cypher,deadlock,jett,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,Paper Rex,"fade,jett,kayo,omen,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,BOOM Esports,"breach,brimstone,killjoy,neon,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,DetonatioN FocusMe,"breach,brimstone,raze,tejo,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,Gen.G,"breach,brimstone,cypher,neon,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,Nongshim RedForce,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,Paper Rex,"breach,brimstone,neon,tejo,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,TALON,"breach,brimstone,cypher,tejo,waylay",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,Nongshim RedForce,"cypher,neon,omen,sova,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,Rex Regum Qeon,"cypher,iso,omen,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,T1,"cypher,iso,omen,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,TALON,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,Team Secret,"breach,cypher,jett,omen,sova",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,ZETA DIVISION,"breach,cypher,neon,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Icebox,T1,"chamber,kayo,reyna,sova,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Icebox,Team Secret,"chamber,iso,kayo,sova,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,DetonatioN FocusMe,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,Gen.G,"fade,omen,raze,viper,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,Nongshim RedForce,"cypher,fade,iso,neon,omen",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,T1,"fade,iso,omen,raze,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,TALON,"breach,cypher,omen,tejo,waylay",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,Team Secret,"breach,cypher,omen,raze,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Pearl,BOOM Esports,"astra,jett,kayo,killjoy,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Pearl,Paper Rex,"astra,fade,phoenix,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,DRX,"neon,omen,raze,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,Global Esports,"astra,cypher,deadlock,fade,raze",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,Rex Regum Qeon,"breach,omen,tejo,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,ZETA DIVISION,"breach,omen,tejo,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,"omen,sova,tejo,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,"jett,omen,tejo,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,"astra,fade,jett,kayo,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,"fade,jett,kayo,omen,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,"cypher,jett,omen,tejo,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,"killjoy,neon,omen,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,"cypher,iso,jett,omen,sova",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,BOOM Esports,"jett,kayo,killjoy,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,DRX,"jett,killjoy,tejo,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,Rex Regum Qeon,"jett,kayo,killjoy,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,T1,"chamber,kayo,reyna,sova,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,"breach,neon,omen,tejo,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,"fade,omen,raze,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,"breach,omen,tejo,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,"fade,iso,omen,raze,viper",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,"breach,cypher,omen,tejo,waylay",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,"iso,neon,omen,sova,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,DetonatioN FocusMe,"astra,chamber,sova,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Gen.G,"astra,kayo,killjoy,neon,tejo",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Global Esports,"astra,jett,killjoy,sova,vyse",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Nongshim RedForce,"astra,killjoy,neon,tejo,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Paper Rex,"astra,fade,jett,phoenix,vyse",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Rex Regum Qeon,"astra,neon,tejo,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,T1,"astra,killjoy,neon,sova,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,Team Secret,"astra,chamber,sova,vyse,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,Nongshim RedForce,"deadlock,neon,omen,tejo,viper",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,TALON,"cypher,deadlock,jett,omen,tejo",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,Team Secret,"fade,omen,raze,viper,yoru",0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,ZETA DIVISION,"breach,omen,tejo,viper,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,"omen,sova,tejo,vyse,yoru",1.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,"cypher,jett,kayo,omen,tejo",1.0,1
